Faixa,CA,Processo,Coordenador,Instituição,UF,Região,Recomendação CA,Aprovação,Custeio.Aprov,Capital.Aprov,Bolsas.Aprov,Total.Aprovado
Faixa A,MP,406552/2023-1,Maria Fantinatti Fernandes da Silva,UFRR,RR,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,407494/2023-5,Fabiana Fantinatti Garboggini,UNICAMP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,404876/2023-4,Andre Felipe de Melo Sales Santos,UFRPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,401684/2023-7,Felipe Bisaggio Pereira,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403570/2023-9,Rosimar Neris Martins Feitosa,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,405101/2023-6,Michelle Christiane da Silva Rabello,CPQAM,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,409749/2023-0,Alessandra Scofield,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,409035/2023-8,Angelica Zaninelli Schreiber,UNICAMP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403655/2023-4,Michele de Souza Bastos Barrionuevo,FMT-HVD,AM,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,404988/2023-7,Ricardo Scher,UFS,SE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403042/2023-2,Robson de Souza Leao,UERJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,407487/2023-9,Shenia Patricia Correa Novo,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,402089/2023-5,Hanstter Hallison Alves Rezende,UFJ,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406653/2023-2,Karine Rigon Zimmer,UFCSPA,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420995/2023-4,Carla Afonso da Silva,IPTSP/UFG,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,421832/2023-1,Danielle Lazarin Bidoia,UEL,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,405931/2023-9,Michelli Erica Souza Ferreira,UFMA,MA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,407459/2023-5,Marcos Pileggi,UEPG,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403331/2023-4,Erica dos Santos Martins Duarte,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,408686/2023-5,Anna Carolina Soares Almeida,UFRPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406957/2023-1,Virginia Farias Alves,UFG,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403428/2023-8,Rafael Andrade Menolli,UNIOESTE,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406515/2023-9,Maria Amelia Vieira Maciel,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,405516/2023-1,Priscila Larcher Longo,USCS,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,408216/2023-9,Andreza Pain Marcelino,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,407727/2023-0,Daiani Cristina Savi,UNIAVAN ,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,404681/2023-9,Isabella de Matos Mendes da Silva,UFRB,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,409191/2023-0,Letusa Albrecht,FMT-HVD,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403162/2023-8,Cecilia Mari Abe,IBU,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,405845/2023-5,Zoraida Del Carmen Fernandez Grillo,FIOCRUZ (MS),MS,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420172/2023-8,Thais Rabelo dos Santos Doni,UFVJM,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,402239/2023-7,Ana Andrea Teixeira Barbosa,UFS,SE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420778/2023-3,Dayane Moraes,UFG,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406292/2023-0,Theo de Araujo Santos,UFOB,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,421740/2023-0,Cibele Bonacorsi,UFMT,MT,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,421486/2023-6,Marcelo Nagem Valerio de Oliveira,UFJF,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,421245/2023-9,Patricia Flavia Quaresma,UFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,405135/2023-8,Yanna Karla de Medeiros Nobrega,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,409238/2023-6,Roberta Barros Lovaglio,UFSCAR,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,404891/2023-3,Gustavo Fontes Paz,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420080/2023-6,Danielle Patricia Cerqueira Macedo,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,402298/2023-3,Mayara Cristina Pinto da Silva,UFMA,MA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406994/2023-4,Francisco Carlos Rodrigues de Oliveira,UENF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403284/2023-6,Cristina Motta Ferreira,MMT,AM,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403399/2023-8,Sona Arun Jain,UNIT,SE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,401964/2023-0,Beatriz Simonsen Stolf,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,409980/2023-4,Marina Ishii,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,409371/2023-8,Noemi Furuyama,IB,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,408532/2023-8,Cintia Xavier de Mello,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,402261/2023-2,Luiz Gustavo Rodrigues Oliveira,UFOB,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406944/2023-7,Ana Maria de Castro,IPTSP-UFG,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,409267/2023-6,Patricia Maria Lourenco Dutra,UERJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420081/2023-2,Helena Lucia Carneiro Santos,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403214/2023-8,Samuel Vieira Brito,UFMA,MA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,402598/2023-7,Luciana Regina Meireles Jaguaribe Ekman,IMT-USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406229/2023-6,Blima Fux,UFES,ES,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420792/2023-6,Valter Ferreira de Andrade Neto,UFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,421991/2023-2,Renato Simoes Moreira,IFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406054/2023-1,Heliana Batista de Oliveira,UFCAT,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,422016/2023-3,Mauro Shugiro Tada,CEPEMSESAU,RO,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406592/2023-3,Gladys Correa da Silva,UEA,AM,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,421238/2023-2,Lucio Macedo Barbosa,EBMSP,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,421100/2023-0,Katia Cristina Pereira Oliveira Santos,UNIFESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,404847/2023-4,Rosilainy Surubi Fernandes,UNEMAT,MT,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406553/2023-8,Vagner Jose Mendonca,UFPI,PI,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,421365/2023-4,Eduardo Jose dos Reis Dias,UFS,SE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,409655/2023-6,Elmo Eduardo de Almeida Amaral,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,402024/2023-0,Ana Lisa do Vale Gomes,UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403189/2023-3,Regina Maria Pinto de Figueiredo,FMT-HVD,AM,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420155/2023-6,Juliana Terzi Maricato,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420869/2023-9,Natalia Iorio Lopes Pontes Povoa,UFF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,403961/2023-8,Priscila Grynberg,EMBRAPA,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,404639/2023-2,Samanta Etel Treiger Borborema,CCD,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,404722/2023-7,Andrey Jose de Andrade,UFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,405460/2023-6,Eliandro Reis Tavares,PUC/PR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,406376/2023-9,Luciana Furlaneto-Maia,UTFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,407097/2023-6,Renata Antonaci Gama,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,407793/2023-2,Paulo Sergio Rodrigues Coelho,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,407858/2023-7,Rita de Cassia Ruiz,IBU,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,408057/2023-8,Luis Fernando Viana Furtado,UFMG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,408387/2023-8,Dulcilena de Matos Castro e Silva,IAL,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420394/2023-0,Alessandra Loureiro Morassutti,UPF,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MP,420896/2023-6,Aripuana Sakurada Aranha Watanabe,UFJF,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,421234/2023-7,Rejane Pereira Neves,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,406246/2023-8,Josue de Moraes,UNG,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,408766/2023-9,Alzira Maria Paiva de Almeida,CPQAM,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405211/2023-6,Tiana Tasca,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,409893/2023-4,Aristoteles Goes Neto,INRA,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,421890/2023-1,Ricardo Pinheiro de Souza Oliveira,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403884/2023-3,Carina da Silva Pinheiro,UFBA,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404144/2023-3,Claudia Nunes Duarte dos Santos,FIOCRUZ,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404761/2023-2,Livia Kmetzsch Rosa e Silva,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407088/2023-7,Ricardo Nascimento Araujo,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,406787/2023-9,Rosineide Marques Ribas,UFU,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402185/2023-4,Jonatas Santos Abrahao,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402991/2023-0,Luiz Felipe Domingues Passero,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405405/2023-5,Debora Castelo Branco de Souza Collares Maia,UFC,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420480/2023-4,Eric Roberto Guimaraes Rocha Aguiar,UESC,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420006/2023-0,Leonardo Jose de Moura Carvalho,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,421777/2023-0,James Venturini,UFMS,MS,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,421011/2023-8,Helena Carla Castro,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,409678/2023-6,Silmara Marques Allegretti,UNICAMP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402222/2023-7,Jose Carlos de Magalhaes,UFSJ,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,421723/2023-8,Joao Nobrega de Almeida Junior,HSP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,421204/2023-0,Anderson de Sa Nunes,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402138/2023-6,Carlos Henrique Gomes Martins,UFU,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405519/2023-0,Luis Lamberti Pinto da Silva,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420921/2023-0,Alda Maria da Cruz,UERJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403552/2023-0,Wendel Batista da Silveira,UFV,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,406866/2023-6,Simone Simionatto,UFGD,MS,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420766/2023-5,Antonia Maria Ramos Franco Pereira,INPA,AM,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404760/2023-6,Marcia Terezinha Baroni de Moraes e Souza,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,401953/2023-8,Lara Duraes Sette,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,409840/2023-8,Eleuza Rodrigues Machado,FAB-TAG,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407754/2023-7,Andreza Francisco Martins,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403153/2023-9,Renata Dezengrini Slhessarenko,UFMT,MT,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407921/2023-0,Rafaela Vieira Bruno,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407291/2023-7,Cirano Jose Ulhoa,UFG,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405427/2023-9,Felipe Piedade Goncalves Neves,SBM,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,408263/2023-7,Thiago de Castro Gomes,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402997/2023-9,Tulio Machado Fumian,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404865/2023-2,Marcos Antonio de Morais Junior,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402881/2023-0,Jansen Fernandes de Medeiros,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404871/2023-2,Andre Pitondo da Silva,UNAERP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402043/2023-5,Norma Suely de Oliveira Santos,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407790/2023-3,Wolf Christian Luz,UFG,GO,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,409695/2023-8,Guilherme Maranhao Chaves,UFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,408478/2023-3,Jose Guilherme Prado Martin,UFV,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420915/2023-0,Claudio Tadeu Daniel Ribeiro,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420804/2023-4,Luciana Barros de Arruda,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403360/2023-4,Rachel Basques Caligiorne,FSCBH,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403061/2023-7,Lucia Mendonca Previato,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,409113/2023-9,Karla Valeria Batista Lima,UEPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403098/2023-8,Rafael Freitas de Oliveira Franca,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407922/2023-7,Cristiana Ferreira Alves de Brito,FIOCRUZ,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420788/2023-9,Patricia Albuquerque de Andrade Nicola,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,408557/2023-0,Moises Palaci,UFES,ES,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405790/2023-6,Marilise Brittes Rott,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407124/2023-3,Luciano Kalabric Silva,RENORBIO,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,421521/2023-6,William de Castro Borges,UFOP,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403701/2023-6,Claudio Romero Farias Marinho,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,409786/2023-3,Moises Batista da Silva,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402063/2023-6,Wagner Quintilio,IBU,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,406588/2023-6,Patricia Xander Batista,UNIFESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407557/2023-7,Fabricio Freire de Melo,UFBA,BA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404449/2023-9,Sergio Oliveira de Paula,UFV,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,408675/2023-3,Otacilio da Cruz Moreira,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,421833/2023-8,Nilton Erbet Lincopan Huenuman,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407914/2023-4,Sueli Fumie Yamada Ogatta,UEL,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420901/2023-0,Zulma Maria de Medeiros,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,406302/2023-5,Renata Cristina Picao,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405035/2023-3,Elba Regina Sampaio de Lemos,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402478/2023-1,Ricardo Luiz Dantas Machado,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404643/2023-0,Marta Cristina Teixeira Duarte,UNICAMP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404460/2023-2,Luzia Maria de Oliveira Pinto,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407868/2023-2,Daniella Castanheira Bartholomeu,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407422/2023-4,Cristina Viana Niero,UNIFESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405508/2023-9,Junir Antonio Lutinski,P/CHAPECO,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,401969/2023-1,Silvane Maria Fonseca Murta,FIOCRUZ,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407248/2023-4,Elisabete Yurie Sataque Ono,UEL,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,402964/2023-3,Elizabeth de Andrade Marques,UERJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,406240/2023-0,Antonia Claudia Jacome da Camara,UFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404561/2023-3,Maria Rosangela Cunha Duarte Coelho,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405099/2023-1,Ana Luiza de Mattos Guaraldi,UERJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403278/2023-6,Ricardo Toshio Fujiwara,INEP/MEC,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403640/2023-7,Eliane de Oliveira Ferreira,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,401529/2023-1,Claudio Vieira da Silva,UFU,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403816/2023-8,Leandro Licursi de Oliveira,UFV,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,406344/2023-0,Paulo Filemon Paolucci Pimenta,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420535/2023-3,Andre Machado de Siqueira,OPAS/OMS,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,409420/2023-9,Georgia Correa Atella,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,401755/2023-1,Maria de Fatima Ferreira da Cruz,FIOCRUZ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403513/2023-5,Jose Dilermando Andrade Filho,IRR,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,409615/2023-4,Daniela de Araujo Viana Marques,UPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405388/2023-3,Maria de Fatima Freire de Melo Ximenes,UFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404649/2023-8,Luiz Henrique Rosa,UFMG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407013/2023-7,Lilian Carla Carneiro,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407183/2023-0,Marcelo de Sousa da Silva,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,407938/2023-0,Luiz Carlos Junior Alcantara,IOC/FIOCRUZ,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420783/2023-7,Max Jean de Ornelas Toledo,UEM,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,421224/2023-1,Gislane Lelis Vilela de Oliveira,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403157/2023-4,Roberto Nicolete,FIOCRUZ CEARÁ,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,403797/2023-3,Nelder de Figueiredo Gontijo,UFMG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,404405/2023-1,Marli de Fatima Fiore,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,405188/2023-4,Richard Ian Samuels,UENF,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,406781/2023-0,Onilda Santos da Silva,UFRGS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,408776/2023-4,Aldo Angelo Moreira Lima,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,408924/2023-3,Filipe Dantas-Torres,CPQAM - FIOCRUZ,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,409658/2023-5,Pedro Henrique Ferreira Marcal,UNIVALE,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MP,420079/2023-8,Pedro Eduardo Almeida da Silva,MS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,405892/2023-3,Vinicius Zacarias Maldaner da Silva,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,401683/2023-0,Luciana de Michelis Mendonca,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402219/2023-6,Hipolito Virgilio Magalhaes Junior,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,406437/2023-8,Ana Paula Ribeiro,UNISA,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404641/2023-7,Silvio Assis de Oliveira Junior,UFMS,MS,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420746/2023-4,Renato Barroso da Silva,UNICAMP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420055/2023-1,Fabio Juner Lanferdini,UFSM,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404972/2023-3,Luciane Aparecida Pascucci Sande de Souza,UFTM,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402794/2023-0,Mateus Rossato,UFAM,AM,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402561/2023-6,Ciro Jose Brito,UFJF,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409341/2023-1,Vera Regina Fernandes da Silva Maraes,UnB,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,401709/2023-0,Breno Guilherme de Araujo Tinoco Cabral,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407493/2023-9,Anderson Saranz Zago,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420524/2023-1,Marco Antonio Coelho Bortoleto,UNICAMP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421852/2023-2,Patricia Fernandes Trevizan Martinez,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402780/2023-0,Sandro Fernandes da Silva,UFLA,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421554/2023-1,Ivan Gustavo Masselli dos Reis,USF,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421464/2023-2,Barbara Costa Beber,UFCSPA,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,403904/2023-4,Saulo Gil,UNISA,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,401556/2023-9,Adriana Claudia Lunardi,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
